name,area,company,repeat_sales,total_sales,customer_loyalty_score
Myrthe Heymans-Nedermeijer,HR,Nohlmans Döhn GmbH & Co. KG,1,91028.96,91028.96
Jonathan van der Klijn,HR,Aerts NV,1,72531.32,72531.32
Berat Wipstrik-Groen,HR,Schmiedt e.G.,1,42793.2,42793.2
Berat Wipstrik-Groen,HR,Koninklijke Wagenborg,1,42793.2,42793.2
Matthias Heinrichs,Marketing,Tielemans BV,1,87566.17,87566.17
Maja van Salmen,Games,Koninklijke Karels,1,42697.17,42697.17
Quinn Mulder,HR,Menzis,1,58046.88,58046.88
Stefan Roodesteijn,Games,Vos-Sels NV,1,55842.9,55842.9
Mohammed de Mol,Marketing,Boels,1,76689.04,76689.04
Faas Haring,Finance,Jacobs VOF,1,43985.41,43985.41
Faas Haring,Finance,Engels BV,1,43985.41,43985.41
Noah Schellekens,IT,De Smedt CV,1,49655.4,49655.4
Aron Roukes,IT,Jessel,1,75983.52,75983.52
Aron Roukes,IT,Tanghe-Verbeeck BV,1,75983.52,75983.52
Aron Roukes,IT,Royal Hagendoorn,1,75983.52,75983.52
Aron Roukes,IT,Nette AG & Co. OHG,1,75983.52,75983.52
Rosa Kuipers,Marketing,Lievens CV,1,37606.9,37606.9
Rosa Kuipers,Marketing,van den Brink BV,1,37606.9,37606.9
Rosa Kuipers,Marketing,Belpere & Klomp Jan,1,37606.9,37606.9
Joshua Michiels,IT,Koninklijke van Ghoerle,1,43361.86,43361.86
Jesper Niermann,Finance,Haneberg & Paillet,1,53690.67,53690.67
Jesper Niermann,Finance,Süßebier,2,107381.34,214762.68
Jesper Niermann,Finance,"Neirynck, Bauwens en Ooms NV",1,53690.67,53690.67
Emir Breugelensis,Marketing,van Kuijc & Tillmanno,1,73115.48,73115.48
Tyler Joosten,Finance,Houben-Breugelmans NV,1,44315.02,44315.02
Nora Blees,IT,"Lambrecht, Janssens en Simons VOF",1,66687.52,66687.52
Maartje Vandenbergh,HR,Rosseel BV,1,44414.67,44414.67
Angelina Eijkelboom,Finance,Reimes BV,1,98237.0,98237.0
Faas van der Stael,HR,Bolzmann Conradi Stiftung & Co. KG,1,70583.3,70583.3
Jayson van Gorp-Hermans,HR,Speer KG,1,39445.72,39445.72
Ali Hollander,IT,Triodos Bank,1,99653.96,99653.96
Merijn Verhoeven,Finance,"Loos, Ceuppens en Put BV",1,75557.45,75557.45
Alexander Muijs,Games,Ligtvoet & Zuijdveld,1,77389.49,77389.49
Vincent Bouhuizen,Finance,Beckmann AG & Co. OHG,1,87128.54,87128.54
Ties Mulders,HR,Koninklijke van Leeuwen,1,56797.57,56797.57
Valentijn Buijs,IT,Geerts NV,1,68194.34,68194.34
Yassin Kleijse,HR,Schleich Butte GmbH & Co. KGaA,1,97627.02,97627.02
Mara van der Ven,Marketing,Schotte & Bastiaanse,1,41276.75,41276.75
Mara van der Ven,Marketing,Trapp Mentzel KG,1,41276.75,41276.75
Sophie Ketting-van de Berg,HR,"Claus, Neirynck en Willems BV",1,97188.12,97188.12
Charlotte Ariens Ansems,Finance,de Jonge & van Boven,1,94881.56,94881.56
Koen van Evelingen,IT,Ebert Schleich GbR,1,36978.84,36978.84
Jack van de Ven,Marketing,ADP,1,64958.88,64958.88
Jack van de Ven,Marketing,Van de Voorde BV,1,64958.88,64958.88
Jordy Kosten,Marketing,De Graeve BV,1,79127.83,79127.83
Elize de Groot,HR,Hettner Speer GmbH & Co. KGaA,1,96989.69,96989.69
Elize de Groot,HR,Verheuvel Groep,1,96989.69,96989.69
Brent de Mol,Games,Rijntjes & van Spreuwel,1,45137.78,45137.78
Maurits de Pauw-van de Velde,Marketing,Jessel Weihmann e.V.,1,61740.16,61740.16
Milan van der Mast,HR,Broeckx-Neirynck BV,1,67132.35,67132.35
Stef van Schevinghuizen-Smit,Games,De Smet-Peeters CV,1,99889.55,99889.55
Evie Godfrey van Alemannië-Smits,Marketing,Dörschner,1,69087.12,69087.12
Evie Godfrey van Alemannië-Smits,Marketing,Mülichen Lachmann AG,1,69087.12,69087.12
Vera Wolters,IT,Le Grand & Dijkstra,1,63660.33,63660.33
Noah Schellekens,IT,"Willems, De Moor en Claes NV",1,49655.4,49655.4
Noah Schellekens,IT,Vinci Energies,1,49655.4,49655.4
Phileine Stamrood,Games,Wilmsen,1,50421.79,50421.79
Joshua Michiels,IT,"Rottiers, Dubois en Dubois BV",1,43361.86,43361.86
Azra de Grunt,Marketing,Warmer Bärer AG & Co. KG,1,96145.23,96145.23
Vajèn Willems-Adriaensdr,Games,Willekens-Verbeeck BV,1,65506.6,65506.6
Esmee Wipstrik,Marketing,de Kok & Schellekens,1,73237.29,73237.29
Jesper Niermann,Finance,Mohaupt GmbH,1,53690.67,53690.67
Pieter van Dommelen,Marketing,"De Schryver, De Weerdt en De Greef BV",1,84520.0,84520.0
Thijs Gruijl,Marketing,Ullrich,1,84178.45,84178.45
Maartje Vandenbergh,HR,Verhaegen-Janssen CommV,1,44414.67,44414.67
Liz van Hostaden,IT,Degroote-Jonckheere CV,1,64619.58,64619.58
Noor van Henegouwen,Games,Zorbach Weinhage GmbH,1,68721.94,68721.94
Luca Sprong-Brievingh,Games,Ruppersberger,1,46029.36,46029.36
Sophia Engels,Finance,Dubois BV,1,91293.47,91293.47
Joey Blees,Finance,Paffrath,1,80254.71,80254.71
Alexander Muijs,Games,Andus Group,1,77389.49,77389.49
Gijs Ghoerle-van der Leek,HR,van Arnsberg & van Duyvenvoorde,1,84489.53,84489.53
Bente Groote,IT,Lübs Henck e.G.,1,62646.44,62646.44
Carlijn Jacquot,IT,Verbeeck CV,1,67743.27,67743.27
Amy Chrodtrud,Finance,Hentschel,1,93885.31,93885.31
Berat Hakker,Finance,Eriks,1,45539.4,45539.4
Berat Hakker,Finance,Gervais & de Plantard,1,45539.4,45539.4
Berat Hakker,Finance,Galijn NV,1,45539.4,45539.4
Daniel Rietveld,Finance,van Beaumont & Dircken,1,89974.0,89974.0
Noah Speijer,IT,"Verbeke, Vissers en De Smet CommV",1,94710.36,94710.36
Noah Speijer,IT,Engie Services,1,94710.36,94710.36
Valentijn Buijs,IT,Stichting Brisee,1,68194.34,68194.34
Valentijn Buijs,IT,Dierickx-Vanderlinden NV,1,68194.34,68194.34
Benjamin van Laon,Games,Schüler,1,72307.82,72307.82
Dean Frankhuizen,Finance,Schäfer KG,1,30551.74,30551.74
Mara van der Ven,Marketing,Rörricht GmbH,1,41276.75,41276.75
Sophie Ketting-van de Berg,HR,Kaul KG,1,97188.12,97188.12
Laura Beijring-Broek,Marketing,Martin,1,53837.12,53837.12
Charlotte Ariens Ansems,Finance,Kropman Installatietechniek,1,94881.56,94881.56
Maya Tuithof,Games,Koninklijke Broekhoven,1,98861.3,98861.3
Maya Tuithof,Games,Ladeck Gerlach Stiftung & Co. KG,1,98861.3,98861.3
Jonathan van der Klijn,HR,Stichting van der Sande,1,72531.32,72531.32
Senna Zuidweg,HR,Schuchhardt AG,1,80787.64,80787.64
Koen van Evelingen,IT,Pattyn-Vandamme BV,1,36978.84,36978.84
Koen van Evelingen,IT,Säuberlich,1,36978.84,36978.84
Berat Wipstrik-Groen,HR,Loos CV,1,42793.2,42793.2
Berat Wipstrik-Groen,HR,Stichting Adriaansen,1,42793.2,42793.2
Selena Laffray,HR,"Swinnen, Vermeiren en Pollet CommV",1,72794.05,72794.05
Matthias Heinrichs,Marketing,Nollee & van der Heijden,1,87566.17,87566.17
Maja van Salmen,Games,Janssens & van Voorst,1,42697.17,42697.17
Quinn Mulder,HR,Häring Scholz GmbH,1,58046.88,58046.88
Quinn Mulder,HR,Janssens BV,1,58046.88,58046.88
Jordy Kosten,Marketing,Benthin Gutknecht GmbH & Co. OHG,1,79127.83,79127.83
Pepijn van Verdun,HR,Hagendoorn NV,1,61807.28,61807.28
Pepijn van Verdun,HR,de Koning NV,1,61807.28,61807.28
Elize de Groot,HR,Royal van de Wiel,1,96989.69,96989.69
Mohammed de Mol,Marketing,Klemm AG & Co. KGaA,1,76689.04,76689.04
Koen van Evelingen,IT,Hövel Plath AG & Co. KGaA,1,36978.84,36978.84
Faas Haring,Finance,Schuchhardt Eberhardt e.G.,1,43985.41,43985.41
Vera Wolters,IT,"Verbiest, Wauters en Van Dessel NV",1,63660.33,63660.33
Noah Schellekens,IT,"De Weerdt, Vanneste en Janssens BV",1,49655.4,49655.4
Phileine Stamrood,Games,Fischer Hein KG,1,50421.79,50421.79
Azra de Grunt,Marketing,Terry & Köster,1,96145.23,96145.23
Joris le Luc,Games,Van Daele VOF,1,49599.19,49599.19
Emily Coreth von und zu Coredo und Starkenberg,Finance,Verharen & Aalts,1,44127.39,44127.39
Emily Coreth von und zu Coredo und Starkenberg,Finance,"Huysmans, Vermeiren en De Vos BV",1,44127.39,44127.39
Vajèn Willems-Adriaensdr,Games,Pearle,1,65506.6,65506.6
Esmee Wipstrik,Marketing,Peter Appel Transport,1,73237.29,73237.29
Esmee Wipstrik,Marketing,De Mey CV,1,73237.29,73237.29
Lorenzo Goderts,Finance,Royal Verbruggen,1,96820.43,96820.43
Tyler Joosten,Finance,"Janssens, Hermans en Vandevelde BV",1,44315.02,44315.02
Tyler Joosten,Finance,Rörricht,1,44315.02,44315.02
Tyler Joosten,Finance,De Jong & Laan,1,44315.02,44315.02
Angelina Eijkelboom,Finance,Bohnbach Wilms KG,1,98237.0,98237.0
Lola van der Noot,HR,de Grote & van Saksen,1,96114.92,96114.92
Liz van Hostaden,IT,Conradi,1,64619.58,64619.58
Noor van Henegouwen,Games,Pölitz e.V.,1,68721.94,68721.94
Faas van der Stael,HR,"De Bondt, Mertens en Lambrechts CV",1,70583.3,70583.3
Ali Hollander,IT,Spieß KG,1,99653.96,99653.96
Tom Kunen,Games,Van Acker-Wuyts CV,1,80451.94,80451.94
Luca Sprong-Brievingh,Games,Van Bogaert-Vandenberghe VOF,1,46029.36,46029.36
Luca Sprong-Brievingh,Games,Meister AG & Co. KG,1,46029.36,46029.36
Sophia Engels,Finance,Deckers CV,1,91293.47,91293.47
Sophia Engels,Finance,Moens-Raeymaekers CV,1,91293.47,91293.47
Gijs Ghoerle-van der Leek,HR,Koninklijke Geertsen,1,84489.53,84489.53
Carlijn Jacquot,IT,Dewaele CV,1,67743.27,67743.27
Daniel Rietveld,Finance,Koninklijke Chotzen,1,89974.0,89974.0
Noah Speijer,IT,Schroeff Groep,1,94710.36,94710.36
Valentijn Buijs,IT,Vollbrecht Drubin GmbH & Co. KG,1,68194.34,68194.34
Jan François,HR,"Van den Bosch, Callens en De Clerck BV",1,72432.18,72432.18
Azra Claesner,Marketing,VI & Luster,1,48783.07,48783.07
Azra Claesner,Marketing,Qbuzz,1,48783.07,48783.07
Vince le Gallen-van der Veen,IT,Uphaus & van Verdun,1,67441.72,67441.72
Vince le Gallen-van der Veen,IT,Stichting Vegt,1,67441.72,67441.72
Sophie Ketting-van de Berg,HR,Moens-Vergauwen CV,1,97188.12,97188.12
Nadine Kunen-van de Wal,IT,"Moons, Verstraeten en De Clerck BV",1,57177.61,57177.61
Laura Beijring-Broek,Marketing,Reynders VOF,1,53837.12,53837.12
Laura Beijring-Broek,Marketing,"Diallo, Borremans en Callens BV",1,53837.12,53837.12
Charlotte Ariens Ansems,Finance,"Vercauteren, Pauwels en De Mey NV",1,94881.56,94881.56
Myrthe Heymans-Nedermeijer,HR,Lievens-Simons BV,1,91028.96,91028.96
Senna Zuidweg,HR,"Blomme, Cox en Bekaert NV",1,80787.64,80787.64
Berat Wipstrik-Groen,HR,Vink & Hoogers,1,42793.2,42793.2
Jack van de Ven,Marketing,"Heylen, Van Rompaey en Vermeylen CV",1,64958.88,64958.88
Brent de Mol,Games,Johann KGaA,1,45137.78,45137.78
Brent de Mol,Games,"Jansen, Cools en Renders BV",1,45137.78,45137.78
Mohammed de Mol,Marketing,Plath GmbH & Co. OHG,1,76689.04,76689.04
Mohammed de Mol,Marketing,De Maeyer BV,1,76689.04,76689.04
Arthur Recers,IT,Vermeersch CV,1,44507.89,44507.89
Faas Haring,Finance,Koninklijke Ponci,1,43985.41,43985.41
Dion Kronenberg-Ariens,Finance,van Daal NV,1,34903.49,34903.49
Vajèn Willems-Adriaensdr,Games,Niemeier Dobes KG,1,65506.6,65506.6
Jesper Niermann,Finance,Stichting Haack,1,53690.67,53690.67
Bradley de Lange,Games,Butte,1,74206.82,74206.82
Angelina Eijkelboom,Finance,van Waas Groep,1,98237.0,98237.0
Liz van Hostaden,IT,"Janssens, Claes en Van Campenhout CV",1,64619.58,64619.58
Tom Kunen,Games,Junken,1,80451.94,80451.94
Tom Kunen,Games,Ullrich Karz KGaA,1,80451.94,80451.94
Luca Sprong-Brievingh,Games,Siemens,1,46029.36,46029.36
Alexander Muijs,Games,Desmedt-Ceulemans VOF,1,77389.49,77389.49
Valentijn Buijs,IT,Koninklijke de la Fleche,1,68194.34,68194.34
Phileine Huurdeman,Marketing,"Stevens, Mertens en De Greef VOF",1,82580.83,82580.83
Merel Rippey,HR,Mälzer Stiffel KGaA,1,44297.19,44297.19
Azra Claesner,Marketing,Mestdagh VOF,1,48783.07,48783.07
Azra Claesner,Marketing,Kitzmann Kreusel GmbH,1,48783.07,48783.07
Jasmijn Zaal,Games,Hermans VOF,1,68415.92,68415.92
Jasmijn Zaal,Games,Beckmann GmbH,1,68415.92,68415.92
Joris Eelman,Marketing,Jansen NV,1,96252.87,96252.87
Benjamin van Laon,Games,Royal Totwiller,1,72307.82,72307.82
Riley Blokland-Kleibrink,HR,"Heremans, Dubois en Nelissen CommV",1,57514.03,57514.03
Sophie Ketting-van de Berg,HR,Koninklijke Booden,1,97188.12,97188.12
Jayda Adriaensdr,Finance,Winkler AG,1,49903.2,49903.2
Charlotte Ariens Ansems,Finance,Royal Recer,1,94881.56,94881.56
Charlotte Ariens Ansems,Finance,Royal Beernink,1,94881.56,94881.56
Myrthe Heymans-Nedermeijer,HR,Maas & van Rijthoven,1,91028.96,91028.96
Jonathan van der Klijn,HR,"Verstappen, Op de Beeck en Claes CommV",1,72531.32,72531.32
Berat Wipstrik-Groen,HR,Bolzmann GmbH,1,42793.2,42793.2
Berat Wipstrik-Groen,HR,Schlosser AG,1,42793.2,42793.2
Selena Laffray,HR,Klemt,1,72794.05,72794.05
Jack van de Ven,Marketing,Mans,1,64958.88,64958.88
Elize de Groot,HR,Stichting Bruijne van der Veen,1,96989.69,96989.69
Elize de Groot,HR,Lekkerland,1,96989.69,96989.69
Elise Vegt-Kosten,Games,Harloff,1,70273.48,70273.48
Maurits de Pauw-van de Velde,Marketing,"Van den Eynde, Vandendriessche en Diallo CV",1,61740.16,61740.16
Milan van der Mast,HR,Van Landeghem-Stevens BV,1,67132.35,67132.35
Mohammed de Mol,Marketing,Ceulemans VOF,1,76689.04,76689.04
Mohammed de Mol,Marketing,Stichting Oude Heer,1,76689.04,76689.04
Jolie Tillmanno,Games,"De Ryck, Janssens en Loos CV",1,44052.15,44052.15
Noah Schellekens,IT,Butte Winkler OHG mbH,1,49655.4,49655.4
Aron Roukes,IT,Davids KGaA,1,75983.52,75983.52
Joshua Michiels,IT,Vandamme VOF,1,43361.86,43361.86
Joshua Michiels,IT,Kallert,1,43361.86,43361.86
Joshua Michiels,IT,Koninklijke Slagmolen,1,43361.86,43361.86
Joris le Luc,Games,"Bogaert, Dierick en Verfaillie NV",1,49599.19,49599.19
Dani Rijcken,Marketing,Dejonghe CommV,1,58748.63,58748.63
Charlotte Belpere,IT,Royal van Beeck Beeckmans,1,85633.32,85633.32
Jesper Niermann,Finance,De Alliantie,1,53690.67,53690.67
Pieter van Dommelen,Marketing,Drub Trub KG,1,84520.0,84520.0
Isabel Heribert van Laon,IT,Claes CommV,1,75313.03,75313.03
Bradley de Lange,Games,"Verbeeck, Neirynck en Claeys VOF",1,74206.82,74206.82
Nora Blees,IT,Koninklijke Brandon,1,66687.52,66687.52
Maartje Vandenbergh,HR,Atzler Ziegert GbR,1,44414.67,44414.67
Lola van der Noot,HR,"Lambrechts, De Ridder en De Baets CommV",1,96114.92,96114.92
Liz van Hostaden,IT,Duivenvoorden NV,1,64619.58,64619.58
Jayson van Gorp-Hermans,HR,Stichting van Bernicia,1,39445.72,39445.72
Jayson van Gorp-Hermans,HR,Van Camp-Pauwels VOF,1,39445.72,39445.72
Ali Hollander,IT,Margraf Köhler GmbH,1,99653.96,99653.96
Luca Sprong-Brievingh,Games,Michiels VOF,1,46029.36,46029.36
Merijn Verhoeven,Finance,"Nijs, Vereecken en Willems CV",1,75557.45,75557.45
Merijn Verhoeven,Finance,Van de Velde CV,1,75557.45,75557.45
Merijn Verhoeven,Finance,Koninklijke van Oirschot,1,75557.45,75557.45
Alexander Muijs,Games,Bähr Kallert AG & Co. KGaA,1,77389.49,77389.49
Gijs Ghoerle-van der Leek,HR,Stichting van de Kooij,1,84489.53,84489.53
Gijs Ghoerle-van der Leek,HR,Pollet CommV,1,84489.53,84489.53
Amy Chrodtrud,Finance,Niemeier AG & Co. KG,1,93885.31,93885.31
Berat Hakker,Finance,"Devos, Vermeulen en Steyaert VOF",1,45539.4,45539.4
Vincent Bouhuizen,Finance,Fremie NV,1,87128.54,87128.54
Valentijn Buijs,IT,"Mertens, Lippens en Coenen VOF",1,68194.34,68194.34
Phileine Huurdeman,Marketing,Gude Stahr AG,1,82580.83,82580.83
Phileine Huurdeman,Marketing,"De Ridder, Luyckx en Goethals CV",1,82580.83,82580.83
Azra Claesner,Marketing,Dippel Mans AG & Co. KGaA,1,48783.07,48783.07
Yassin Kleijse,HR,Fiebig AG,1,97627.02,97627.02
Yassin Kleijse,HR,Vercruysse-Geens CommV,1,97627.02,97627.02
Dylan Kok-Kerkhof,IT,Blokland & Molegraaf,1,94432.14,94432.14
Sophie Ketting-van de Berg,HR,"De Wolf, Bauwens en Martens VOF",1,97188.12,97188.12
Sophie Ketting-van de Berg,HR,Röhricht Löffler GmbH,1,97188.12,97188.12
Nadine Kunen-van de Wal,IT,Poppe CommV,1,57177.61,57177.61
Matthijs Galenzone,HR,Nihoe & Broeshart,1,96129.04,96129.04
Matthijs Galenzone,HR,Gutknecht,1,96129.04,96129.04
Charlotte Ariens Ansems,Finance,Henk Ladeck GmbH,1,94881.56,94881.56
Maya Tuithof,Games,"Verlinden, Verhelst en De Backer VOF",1,98861.3,98861.3
Koen van Evelingen,IT,Hermighausen GmbH,1,36978.84,36978.84
Berat Wipstrik-Groen,HR,Koninklijke Vervoort,1,42793.2,42793.2
Selena Laffray,HR,Chevresson BV,1,72794.05,72794.05
Jack van de Ven,Marketing,Textor,1,64958.88,64958.88
Matthias Heinrichs,Marketing,Reynders-Swinnen NV,1,87566.17,87566.17
Jordy Kosten,Marketing,Frankhuizen BV,1,79127.83,79127.83
Stefan Roodesteijn,Games,Zirme KGaA,1,55842.9,55842.9
Maurits de Pauw-van de Velde,Marketing,Goris-Willems BV,1,61740.16,61740.16
Milan van der Mast,HR,De Clercq CommV,1,67132.35,67132.35
Stef van Schevinghuizen-Smit,Games,"Janssens, Janssens en Mertens NV",1,99889.55,99889.55
Sep Cant-Vandenbergh,IT,Fierens NV,1,57751.6,57751.6
Faas Haring,Finance,Eneco,1,43985.41,43985.41
Rosa Kuipers,Marketing,"Depuydt, Roosen en Verstraete VOF",1,37606.9,37606.9
Rosa Kuipers,Marketing,Claes CV,1,37606.9,37606.9
Azra de Grunt,Marketing,"Buyse, De Schryver en Smets BV",1,96145.23,96145.23
Dani Rijcken,Marketing,Gepa van Bourgondië NV,1,58748.63,58748.63
Lorenzo Goderts,Finance,Kremer & Overeem,1,96820.43,96820.43
Lorenzo Goderts,Finance,Boucsein Löchel e.V.,1,96820.43,96820.43
Jesper Niermann,Finance,Leroy-Govaerts CV,1,53690.67,53690.67
Jesper Niermann,Finance,Ordina,1,53690.67,53690.67
Pieter van Dommelen,Marketing,Drewes OHG mbH,1,84520.0,84520.0
Isabel Heribert van Laon,IT,Royal van Bruchem,1,75313.03,75313.03
Thijs Gruijl,Marketing,Thomas CV,1,84178.45,84178.45
Thijs Gruijl,Marketing,van den Broek & Spier,1,84178.45,84178.45
Maartje Vandenbergh,HR,Hermighausen AG & Co. KG,1,44414.67,44414.67
Lola van der Noot,HR,Jäkel GbR,1,96114.92,96114.92
Lola van der Noot,HR,Gierschner Stiftung & Co. KG,1,96114.92,96114.92
Lola van der Noot,HR,Royal van Ochten,1,96114.92,96114.92
Ali Hollander,IT,Van den Brande-Vissers NV,1,99653.96,99653.96
Merijn Verhoeven,Finance,Leys CommV,1,75557.45,75557.45
Merijn Verhoeven,Finance,Linke OHG mbH,1,75557.45,75557.45
Merijn Verhoeven,Finance,"Vranken, Van Herck en Degryse VOF",1,75557.45,75557.45
Alexander van Ooyen-Arnold,IT,Hamann,1,93859.22,93859.22
Luuk Pratt,IT,Knappe Mälzer GmbH,1,97823.41,97823.41
Vincent Bouhuizen,Finance,Röhrdanz,1,87128.54,87128.54
Ties Mulders,HR,De Meyer BV,1,56797.57,56797.57
Ties Mulders,HR,Margraf AG & Co. KG,1,56797.57,56797.57
Daniel Rietveld,Finance,Stichting de Jonge,1,89974.0,89974.0
Noah Speijer,IT,Marel,1,94710.36,94710.36
Noah Speijer,IT,Coenen & Woudenberg,1,94710.36,94710.36
Valentijn Buijs,IT,Seghers-Sterckx NV,1,68194.34,68194.34
Merel Rippey,HR,Poppe BV,1,44297.19,44297.19
Luka Honing-Velderman,Marketing,Zimmer Lorch AG & Co. KGaA,1,73967.46,73967.46
Dean Frankhuizen,Finance,"De Clercq, Goossens en Vandeputte CV",1,30551.74,30551.74
Laura Beijring-Broek,Marketing,Siering GmbH,1,53837.12,53837.12
Matthijs Galenzone,HR,Devriendt CV,1,96129.04,96129.04
Maya Tuithof,Games,Zobel Dussen van AG & Co. OHG,1,98861.3,98861.3
Maya Tuithof,Games,Spieß GmbH,1,98861.3,98861.3
Jonathan van der Klijn,HR,Bronder NV,1,72531.32,72531.32
Koen van Evelingen,IT,Hering Schwital GbR,1,36978.84,36978.84
Koen van Evelingen,IT,Wouters-Michiels NV,1,36978.84,36978.84
Koen van Evelingen,IT,Nedschroef,1,36978.84,36978.84
Koen van Evelingen,IT,Slagmolen & Mulders,1,36978.84,36978.84
Berat Wipstrik-Groen,HR,Kleybrink & Kuipers,1,42793.2,42793.2
Selena Laffray,HR,Cornelisse Groep,1,72794.05,72794.05
Selena Laffray,HR,Säuberlich Holt KG,1,72794.05,72794.05
Jack van de Ven,Marketing,Martin Misicher AG,1,64958.88,64958.88
Quinn Mulder,HR,Thanel Schomber GmbH & Co. KG,1,58046.88,58046.88
Stefan Roodesteijn,Games,Royal Courtier,1,55842.9,55842.9
Brent de Mol,Games,Koninklijke Gerritse,1,45137.78,45137.78
Stef van Schevinghuizen-Smit,Games,Neuschäfer,1,99889.55,99889.55
Luuk Arens,Finance,HDI Global SE,1,46664.52,46664.52
Sep Cant-Vandenbergh,IT,Fliegner,1,57751.6,57751.6
Evie Godfrey van Alemannië-Smits,Marketing,Krause AG & Co. KGaA,1,69087.12,69087.12
Faas Haring,Finance,Samsung Electronics Benelux,1,43985.41,43985.41
Noah Schellekens,IT,Adolph,1,49655.4,49655.4
Phileine Stamrood,Games,Peeters VOF,1,50421.79,50421.79
Phileine Stamrood,Games,Ghoerle & Le Grand,1,50421.79,50421.79
Phileine Stamrood,Games,Scheel GmbH,1,50421.79,50421.79
Aron Roukes,IT,Käster,1,75983.52,75983.52
Dion Kronenberg-Ariens,Finance,"Cools, Declerck en Sterckx BV",1,34903.49,34903.49
Azra de Grunt,Marketing,Frankort & Koning Groep,1,96145.23,96145.23
Vajèn Willems-Adriaensdr,Games,Labado & van Beeck,1,65506.6,65506.6
Charlotte Belpere,IT,Neureuther Täsche AG,1,85633.32,85633.32
Esmee Wipstrik,Marketing,Tröst,1,73237.29,73237.29
Lorenzo Goderts,Finance,Wulff,1,96820.43,96820.43
Jesper Niermann,Finance,Thomas CV,1,53690.67,53690.67
Emir Breugelensis,Marketing,Michielsen NV,1,73115.48,73115.48
Tyler Joosten,Finance,Pohl Köster Stiftung & Co. KGaA,1,44315.02,44315.02
Thijs Gruijl,Marketing,Käster GmbH,1,84178.45,84178.45
Thijs Gruijl,Marketing,"Vandevelde, Eeckhout en Melis NV",1,84178.45,84178.45
Maartje Vandenbergh,HR,"Fransen, Janssens en Verheyen VOF",1,44414.67,44414.67
Jayson van Gorp-Hermans,HR,Roels CommV,1,39445.72,39445.72
Merijn Verhoeven,Finance,Merckx NV,1,75557.45,75557.45
Gijs Ghoerle-van der Leek,HR,Seifert Stiftung & Co. KGaA,1,84489.53,84489.53
Luuk Pratt,IT,Van den Bossche VOF,1,97823.41,97823.41
Ties Mulders,HR,Roosenboom & van Dam,1,56797.57,56797.57
Noah Speijer,IT,Meyer Striebitz e.V.,1,94710.36,94710.36
Valentijn Buijs,IT,Stadelmann Hentschel GmbH & Co. KG,1,68194.34,68194.34
Phileine Huurdeman,Marketing,Ackermann,1,82580.83,82580.83
Merel Rippey,HR,Hentschel,1,44297.19,44297.19
Merel Rippey,HR,"Eeckhout, Verbist en De Pauw BV",1,44297.19,44297.19
Jasmijn Zaal,Games,Bachmann GmbH,1,68415.92,68415.92
Jasmijn Zaal,Games,van de Klashorst & Groenendaal,1,68415.92,68415.92
Riley Blokland-Kleibrink,HR,Bender KG,1,57514.03,57514.03
Dylan Kok-Kerkhof,IT,Van Dyck-De Smet NV,1,94432.14,94432.14
Sophie Ketting-van de Berg,HR,Royal Dachgelder,1,97188.12,97188.12
Jayda Adriaensdr,Finance,"Dierckx, Snauwaert en Roosen CV",1,49903.2,49903.2
Maya Tuithof,Games,Godfrey van Alemannië & van Bernicia,1,98861.3,98861.3
Jonathan van der Klijn,HR,"Breugelmans, Roels en Poppe CV",1,72531.32,72531.32
Senna Zuidweg,HR,DAS,1,80787.64,80787.64
Koen van Evelingen,IT,Room BV,1,36978.84,36978.84
Jack van de Ven,Marketing,Karz,1,64958.88,64958.88
Quinn Mulder,HR,Holland & Barrett,1,58046.88,58046.88
Jordy Kosten,Marketing,De Bock CommV,1,79127.83,79127.83
Jordy Kosten,Marketing,"Verhaegen, Peeters en Pauwels CV",1,79127.83,79127.83
Pepijn van Verdun,HR,Döring,1,61807.28,61807.28
Stefan Roodesteijn,Games,De Schepper BV,1,55842.9,55842.9
Stefan Roodesteijn,Games,Wohlgemut Franke GmbH & Co. KG,1,55842.9,55842.9
Faas Haring,Finance,"Baert, Debruyne en Carlier BV",1,43985.41,43985.41
Faas Haring,Finance,"Vandaele, Vermeulen en Bogaerts NV",1,43985.41,43985.41
Aron Roukes,IT,Moons NV,1,75983.52,75983.52
Aron Roukes,IT,Wagenvoort NV,1,75983.52,75983.52
Rosa Kuipers,Marketing,"De Wit, Jacobs en Brouwers NV",1,37606.9,37606.9
